added_rors	removed_rors	works_examples	OpenAlex Approve?
00hj54h04		W4322728955;W2962361520	No - auto
00hj54h04		W4322728955;W2962361520	No - auto
00hj54h04		W4322728972;W2929630661	No - auto
00hj54h04		W4393681393;W4393751067	Yes
00hj54h04		W2983996708;W2982915530	Yes
00hj54h04		W2920411789;W4211124355	Yes
034bxn811;00hj54h04	03b17a012	W2929378800;W2921670913	Yes
00hj54h04		W2995201548;W3133461141	Yes
00hj54h04		W3080739421;W3037422790	Yes
034bxn811;00hj54h04	03b17a012	W2910275781;W3019791001	No - auto
00hj54h04		W2943590767;W3112161067	No - auto
00hj54h04		W2981857302;W2981622797	Yes
00hj54h04	052k56z27	W2990283046;W4293064253	Yes
00hj54h04		W2986461431;W3199304241	Yes
00hj54h04		W3006905788;W3126191882	Yes
034bxn811;00hj54h04	03b17a012	W3007957805;W4293812330	Yes
00hj54h04		W3036885590;W4285093160	Yes
00hj54h04		W3043176036;W3200078637	Yes
00hj54h04		W3119610419;W4200367522	No - auto
034bxn811;00hj54h04	03b17a012	W3125467268;W4387329733	Yes
00hj54h04		W2896839625;W3128578220	Yes
00hj54h04		W3216592288;W4385607348	No - auto
00hj54h04		W3136893139;W4206307570	No - auto
00hj54h04		W3169717451;W3176311127	Yes
00hj54h04		W3155454079;W3156040832	Yes
00hj54h04		W3143803822;W4308449941	Yes
00hj54h04		W4234430993;W4237183870	Yes
00hj54h04	052k56z27	W3210889595;W3194876278	Yes
00hj54h04	052k56z27	W4200345746;W4200254298	Yes
00hj54h04		W4238385852;W4387220584	Yes
00hj54h04		W3181826727;W4241967336	Yes
00hj54h04		W4281981635;W4317241396	Yes
00hj54h04		W4282587262;W4308744697	Yes
00hj54h04		W4321438772;W4321499221	No - auto
00hj54h04		W4383893815;W4400366499	Yes
00hj54h04		W4321033104;W4392612204	No - auto
00hj54h04		W4360605215;W4362659509	No - auto
00hj54h04		W4389203748;W4392194112	Yes
00hj54h04		W4387118840;W4392233145	Yes
00hj54h04		W4398781014;W4401079728	Yes
00hj54h04		W4401615307;W4401615242	Yes
034bxn811;00hj54h04	03b17a012	W4402041150;W4401349182	Yes
00hj54h04		W4406946623;W4406947332	Yes
00hj54h04		W2059215693	Yes
00hj54h04		W2163214812	Yes
00hj54h04		W1975652352	Yes
00hj54h04		W2148121504	Yes
00hj54h04		W1876419264	Yes
00hj54h04		W1876419264	No - auto
00hj54h04		W2238112042	Yes
00hj54h04		W898881852	Yes
00hj54h04		W3121514349	Yes
034bxn811;00hj54h04	03b17a012	W2166926840	Yes
00hj54h04		W2192476350	Yes
00hj54h04	052k56z27	W2073078878	Yes
00hj54h04		W2552844899	Yes
034bxn811;00hj54h04	03b17a012	W2026845771	Yes
00hj54h04		W2035389309	No - auto
034bxn811;00hj54h04	03b17a012	W2320225895	No - auto
00hj54h04		W2328500198	Yes
034bxn811;00hj54h04	03b17a012	W2120579643	Yes
00hj54h04		W1901036775	Yes
034bxn811;00hj54h04	03b17a012	W2399828641	No - auto
00hj54h04		W2143858749	No - auto
00hj54h04		W4252167124	Yes
00hj54h04		W4299405098	Yes
00hj54h04		W2411633166	Yes
034bxn811;00hj54h04	03b17a012	W2184598964	Yes
00hj54h04	052k56z27	W2397063274	No - auto
00hj54h04		W2102064131	Yes
034bxn811;00hj54h04	03b17a012	W2271435810	Yes
00hj54h04		W2525050337	Yes
00hj54h04		W2314049608	Yes
00hj54h04		W2312652906	Yes
00hj54h04		W2527520935	Yes
00hj54h04		W2767844418	Yes
00hj54h04		W2139017284	Yes
00hj54h04		W3122392961	Yes
00hj54h04		W2202227587	Yes
00hj54h04		W1163452114	Yes
00hj54h04		W2106288851	Yes
00hj54h04		W2022685502	Yes
00hj54h04		W2413523773	Yes
00hj54h04		W4247262211	Yes
00hj54h04		W2951096236	No - auto
00hj54h04		W2059152346	Yes
00hj54h04		W2417679120	Yes
00hj54h04		W1802115615	Yes
034bxn811;00hj54h04	03b17a012	W1101487915	Yes
00hj54h04		W2196794616	Yes
00hj54h04		W2210180552	No - auto
034bxn811;00hj54h04	03b17a012	W1996043671	Yes
00hj54h04		W2563559004	Yes
00hj54h04		W980971033	Yes
00hj54h04		W368435762	Yes
00hj54h04		W2288850247	Yes
00hj54h04		W2115751308	Yes
00hj54h04		W3003951377	Yes
034bxn811;00hj54h04	03b17a012	W2103640295	Yes
00hj54h04		W1596144092	Yes
00hj54h04		W2572098456	Yes
00hj54h04		W2572098456	Yes
00hj54h04		W2226569993	Yes
034bxn811;00hj54h04	03b17a012	W2327159575	Yes
00hj54h04		W4210460911	Yes
034bxn811;00hj54h04	03b17a012	W2315462468	Yes
00hj54h04		W2566571573	Yes
00hj54h04		W2413192425	Yes
00hj54h04		W3026708657	Yes
00hj54h04		W2561166108	Yes
034bxn811;00hj54h04	03b17a012	W2261981442	Yes
00hj54h04		W2547428264	No - auto
00hj54h04		W2298020514	No - auto
00hj54h04		W2485885111	Yes
00hj54h04		W2408002305	Yes
034bxn811;00hj54h04	03b17a012	W2255387672	No - auto
034bxn811;00hj54h04	03b17a012	W2255387672	Yes
034bxn811;00hj54h04	03b17a012	W2255387672	Yes
00hj54h04		W2531315355	Yes
00hj54h04		W2531315355	Yes
00hj54h04		W2291815641	No - auto
00hj54h04		W3125010010	Yes
00hj54h04		W2602083049	No - auto
00hj54h04		W2335876344	No - auto
034bxn811;00hj54h04	03b17a012	W2539980606	Yes
00hj54h04		W2288751175	No - auto
00hj54h04		W2268453392	No - auto
00hj54h04		W2321894035	No - auto
00hj54h04		W2494853273	No - auto
034bxn811;00hj54h04	03b17a012	W2409201738	No - auto
034bxn811;00hj54h04	03b17a012	W2435571632	No - auto
00hj54h04		W2466806313	No - auto
00hj54h04		W2532323428	No - auto
00hj54h04		W2289231618	No - auto
00hj54h04		W2238431000	No - auto
00hj54h04		W2475682684	No - auto
00hj54h04		W2519487162	No - auto
00hj54h04		W2567654625	No - auto
00hj54h04	052k56z27	W2527127023	No - auto
00hj54h04	052k56z27	W2527127023	No - auto
034bxn811;00hj54h04	03b17a012	W2560839835	No - auto
00hj54h04		W2301292303	No - auto
00hj54h04		W2518228852	No - auto
00hj54h04		W2417035381	No - auto
00hj54h04		W2482524102	No - auto
00hj54h04		W2482524102	No - auto
00hj54h04		W2275402300	No - auto
00hj54h04		W3121444580	No - auto
034bxn811;00hj54h04	03b17a012	W2559278459	No - auto
034bxn811;00hj54h04	03b17a012	W2550942331	No - auto
034bxn811;00hj54h04	03b17a012	W2564139954	No - auto
00hj54h04		W2482995091	No - auto
00hj54h04	052k56z27	W2984015209	No - auto
00hj54h04	052k56z27	W2287241781	No - auto
00hj54h04	052k56z27	W2287241781	No - auto
00hj54h04		W4234047060	No - auto
00hj54h04		W2544739708	No - auto
034bxn811;00hj54h04	03b17a012	W2560588651	No - auto
00hj54h04		W2284965958	No - auto
00hj54h04		W2531645355	No - auto
00hj54h04		W2417815345	No - auto
00hj54h04		W2591370506	No - auto
00hj54h04		W2460113893	No - auto
00hj54h04		W2517149516	No - auto
034bxn811;00hj54h04	03b17a012	W2227114877	No - auto
00hj54h04		W2343223265	No - auto
00hj54h04		W2214902948	No - auto
00hj54h04		W2340115664	No - auto
034bxn811;00hj54h04	03b17a012	W2392258898	No - auto
034bxn811;00hj54h04	03b17a012	W2297792733	No - auto
00hj54h04		W2527988951	No - auto
00hj54h04		W2279007054	No - auto
034bxn811;00hj54h04	03b17a012	W2541429492	No - auto
00hj54h04		W2315128614	No - auto
00hj54h04		W3100590737	No - auto
00hj54h04		W2510695671	No - auto
00hj54h04		W2465081121	No - auto
00hj54h04		W3121142897	No - auto
00hj54h04		W2549290813	No - auto
00hj54h04		W2528118746	No - auto
00hj54h04		W2514103944	No - auto
00hj54h04		W2319362158	No - auto
00hj54h04		W2396217550	No - auto
00hj54h04		W2306743891	No - auto
00hj54h04		W2275700176	No - auto
00hj54h04		W2425983571	No - auto
00hj54h04		W2425983571	No - auto
00hj54h04		W2578987494	No - auto
00hj54h04		W2466783823	No - auto
00hj54h04		W2496018357	No - auto
00hj54h04		W2554266652	No - auto
00hj54h04		W2295983369	No - auto
00hj54h04		W2560886926	No - auto
034bxn811;00hj54h04	03b17a012	W2753320988	No - auto
00hj54h04		W2962743801	No - auto
034bxn811;00hj54h04	03b17a012	W2606129178	No - auto
034bxn811;00hj54h04	03b17a012	W2750145376	No - auto
00hj54h04		W2604748278	No - auto
00hj54h04		W2569114967	No - auto
00hj54h04		W2601701868	No - auto
00hj54h04		W2766442215	No - auto
00hj54h04		W2583284627	No - auto
00hj54h04	052k56z27	W2768806857	No - auto
00hj54h04		W2737594137	No - auto
00hj54h04		W2594284105	No - auto
00hj54h04		W2766130082	No - auto
00hj54h04		W2625915485	No - auto
00hj54h04		W2734976601	No - auto
00hj54h04		W3121379631	No - auto
00hj54h04		W1517317099	No - auto
034bxn811;00hj54h04	03b17a012	W2604839879	No - auto
00hj54h04		W4229505188	No - auto
00hj54h04		W4229505188	No - auto
00hj54h04		W2607363572	No - auto
00hj54h04		W2725923453	No - auto
034bxn811;00hj54h04	03b17a012	W2747486691	No - auto
00hj54h04		W2763730966	No - auto
034bxn811;00hj54h04	03b17a012	W2766718714	No - auto
00hj54h04	052k56z27	W2734832579	No - auto
00hj54h04		W2758434556	No - auto
00hj54h04		W2606237047	No - auto
00hj54h04		W2594016360	No - auto
034bxn811;00hj54h04	03b17a012	W2605115263	No - auto
00hj54h04		W2615701239	No - auto
00hj54h04		W2753169639	No - auto
00hj54h04		W2963739135	No - auto
00hj54h04	052k56z27	W2758660381	No - auto
034bxn811;00hj54h04	03b17a012	W2567819588	No - auto
00hj54h04		W2775400021	No - auto
00hj54h04		W2561165386	No - auto
00hj54h04		W3124264016	No - auto
00hj54h04		W2601035966	No - auto
00hj54h04		W2601263059	No - auto
00hj54h04		W4207069725	No - auto
00hj54h04	052k56z27	W2766198332	No - auto
00hj54h04	052k56z27	W2766198332	No - auto
00hj54h04		W2764182329	No - auto
00hj54h04		W3126144848	No - auto
034bxn811;00hj54h04	03b17a012	W2767514476	No - auto
00hj54h04		W2611077097	No - auto
00hj54h04		W2611077097	No - auto
00hj54h04		W2588576671	No - auto
00hj54h04		W2748238828	No - auto
034bxn811;00hj54h04	03b17a012	W2568042916	No - auto
00hj54h04		W2592546582	No - auto
00hj54h04		W2748015365	No - auto
00hj54h04		W2592446190	No - auto
00hj54h04		W3121766286	No - auto
00hj54h04		W2773716305	No - auto
00hj54h04	052k56z27	W2767620463	No - auto
00hj54h04		W2621237995	No - auto
00hj54h04		W2726486277	No - auto
00hj54h04		W2578407271	No - auto
00hj54h04		W2595261167	No - auto
00hj54h04	052k56z27	W2602509671	No - auto
00hj54h04		W2616884565	No - auto
00hj54h04		W2738314294	No - auto
00hj54h04		W2775721204	No - auto
00hj54h04		W2625228488	No - auto
00hj54h04		W3113306974	No - auto
00hj54h04		W2744732197	No - auto
00hj54h04	052k56z27	W2774723502	No - auto
00hj54h04		W4234878015	No - auto
00hj54h04		W2608178377	No - auto
00hj54h04		W3122448707	No - auto
00hj54h04		W2752514769	No - auto
00hj54h04		W2580727408	No - auto
00hj54h04		W3003780274	No - auto
034bxn811;00hj54h04	03b17a012	W2751956366	No - auto
00hj54h04	052k56z27	W2607548757	No - auto
00hj54h04		W2781950583	No - auto
00hj54h04		W2735155600	No - auto
00hj54h04		W4207004450	No - auto
00hj54h04		W2611089507	No - auto
00hj54h04		W2766585301	No - auto
00hj54h04		W2795193017	No - auto
034bxn811;00hj54h04	03b17a012	W2767530483	No - auto
00hj54h04	052k56z27	W2779293046	No - auto
034bxn811;00hj54h04	03b17a012	W2985309378	No - auto
00hj54h04		W2605617867	No - auto
034bxn811;00hj54h04	03b17a012	W2749608471	No - auto
00hj54h04		W3037318694	No - auto
00hj54h04		W2998781621	No - auto
00hj54h04		W4293859671	No - auto
00hj54h04		W2734189949	No - auto
00hj54h04		W2565750405	No - auto
00hj54h04		W2745979135	No - auto
00hj54h04		W3121240669	No - auto
00hj54h04		W2904339902	No - auto
00hj54h04		W2891131889	No - auto
00hj54h04	052k56z27	W2803702822	No - auto
00hj54h04		W2800692614	No - auto
00hj54h04		W2800692614	No - auto
00hj54h04		W2883094537	No - auto
00hj54h04		W2800909989	No - auto
00hj54h04		W2800909989	No - auto
00hj54h04		W2800909989	No - auto
00hj54h04		W2800909989	No - auto
00hj54h04		W2895736881	No - auto
034bxn811;00hj54h04	03b17a012	W2899473194	No - auto
00hj54h04		W2909598849	No - auto
00hj54h04		W2893427680	No - auto
00hj54h04	052k56z27	W2902763835	No - auto
00hj54h04	052k56z27	W2902763835	No - auto
00hj54h04	052k56z27	W2811466041	No - auto
00hj54h04	052k56z27	W2899221533	No - auto
00hj54h04		W3122814987	No - auto
00hj54h04	052k56z27	W2886673652	No - auto
00hj54h04		W2782742161	No - auto
00hj54h04		W2788720414	No - auto
00hj54h04	052k56z27	W2794104414	No - auto
00hj54h04		W2888870719	No - auto
00hj54h04		W2787962417	No - auto
00hj54h04		W2888917702	No - auto
00hj54h04		W3124586634	No - auto
00hj54h04	052k56z27;01hdk3d05	W2800380780	No - auto
00hj54h04	01hdk3d05;052k56z27	W2800380780	No - auto
00hj54h04	052k56z27;01hdk3d05	W2800380780	No - auto
00hj54h04		W2890474120	No - auto
00hj54h04		W2972610819	No - auto
00hj54h04		W2902924013	No - auto
034bxn811;00hj54h04	03b17a012	W2884322133	No - auto
034bxn811;00hj54h04	03b17a012	W2896984611	No - auto
00hj54h04	052k56z27	W2949910385	No - auto
00hj54h04		W2901528507	No - auto
00hj54h04		W2803911979	No - auto
00hj54h04		W2807823509	No - auto
00hj54h04		W2922184047	No - auto
034bxn811;00hj54h04	03b17a012	W2794307456	No - auto
034bxn811;00hj54h04	03b17a012	W2892607872	No - auto
00hj54h04		W2806255562	No - auto
00hj54h04		W2806221346	No - auto
00hj54h04		W3023050320	No - auto
00hj54h04		W2898826405	No - auto
00hj54h04		W2804129475	No - auto
00hj54h04		W2896273249	No - auto
00hj54h04		W2890489072	No - auto
00hj54h04		W2885281162	No - auto
00hj54h04		W2889628309	No - auto
00hj54h04		W2902721350	No - auto
034bxn811;00hj54h04	03b17a012	W2890487576	No - auto
00hj54h04	052k56z27	W2895502665	No - auto
00hj54h04	052k56z27	W2895502665	No - auto
034bxn811;00hj54h04	03b17a012	W2755172158	No - auto
00hj54h04		W2790554466	No - auto
00hj54h04		W2884871254	No - auto
00hj54h04		W2901771863	No - auto
00hj54h04		W2913265500	No - auto
00hj54h04		W2786391920	No - auto
034bxn811;00hj54h04	03b17a012	W2791164271	No - auto
00hj54h04		W3126102616	No - auto
00hj54h04		W2805432046	No - auto
00hj54h04		W2888685144	No - auto
00hj54h04		W2898961157	No - auto
00hj54h04		W2734554187	No - auto
00hj54h04		W2914007026	No - auto
00hj54h04		W4237117857	No - auto
00hj54h04		W2888127412	No - auto
00hj54h04		W2884761730	No - auto
00hj54h04		W2884761730	No - auto
00hj54h04		W2884761730	No - auto
00hj54h04		W2899448151	No - auto
00hj54h04		W2903495416	No - auto
00hj54h04		W2884598774	No - auto
00hj54h04		W2898781806	No - auto
00hj54h04		W4242991194	No - auto
00hj54h04		W2884143183	No - auto
00hj54h04		W2803923658	No - auto
00hj54h04		W2806886533	No - auto
00hj54h04		W2888911488	No - auto
00hj54h04		W2906864458	No - auto
00hj54h04		W2803431586	No - auto
00hj54h04		W2803431586	No - auto
00hj54h04		W2913610015	No - auto
00hj54h04		W2904893353	No - auto
00hj54h04		W2904893353	No - auto
00hj54h04		W2904893353	No - auto
00hj54h04		W3164910990	No - auto
00hj54h04		W4211003623	No - auto
00hj54h04		W4248730692	No - auto
00hj54h04		W2800314742	No - auto
00hj54h04		W2802644865	No - auto
00hj54h04		W2802644865	No - auto
00hj54h04		W4382246881	No - auto
00hj54h04		W2905896370	No - auto
00hj54h04		W4241523118	No - auto
00hj54h04		W2795988356	No - auto
00hj54h04		W2890440783	No - auto
00hj54h04		W2957585395	No - auto
00hj54h04	052k56z27	W2943763474	No - auto
00hj54h04		W3087460592	No - auto
00hj54h04		W2924356396	No - auto
00hj54h04		W3102830730	No - auto
00hj54h04		W2987774919	No - auto
00hj54h04		W2953900933	No - auto
034bxn811;00hj54h04	03b17a012	W2966040055	No - auto
034bxn811;00hj54h04	03b17a012	W2947364297	No - auto
00hj54h04	052k56z27	W2945080963	No - auto
00hj54h04		W2911681820	No - auto
00hj54h04		W2967273612	No - auto
00hj54h04		W1584464294	No - auto
034bxn811;00hj54h04	03b17a012	W2965288377	No - auto
00hj54h04		W2942858178	No - auto
00hj54h04		W2912045973	No - auto
00hj54h04		W2933971252	No - auto
00hj54h04		W2979643764	No - auto
00hj54h04		W2979853103	No - auto
	03fbkqs26	W4400672809	No - auto
	03fbkqs26	W4400672809	No - auto
	05f8d4e86	W4400591354	No - auto
	05f8d4e86	W4410022768	No - auto
	05f8d4e86	W4410022768	No - auto
	05f8d4e86	W4405621629	No - auto
	05f8d4e86	W4405621629	No - auto
	05f8d4e86	W4405621629	No - auto
	05f8d4e86	W4405621629	No - auto
02xfrv514	037b3he73	W3047185563;W2999097167;W3006769011;W3110732201;W3033970920;W3036982140;W3010127804;W3036264064;W3037592394;W3001472117;W3094593578;W3044197486;W3105012821;W3023797540;W3031881455;W4407945560;W3092784967;W3136504614;W3191448519;W3156463985;W3214583808;W3119101703;W3187042120;W3205052387;W3206494326;W3217222344;W3210742125;W3203649468;W3214160600;W3190649846;W4200038460;W3122144591;W3168239071;W3154614141;W3204895476;W3210963169;W3208173116;W3186679777;W3217233923;W4405155265;W3173762285;W3163995731;W3199346848;W3216733485;W4286386741;W4200256260;W3121753492;W3118997983;W4213298567;W4220814960;W4293558817;W4294484927;W4285797575;W4295921794;W4205472587;W4224273378;W4296125348;W4304136459;W4293568292;W4296184991;W4296848268;W4310733119;W4287577475;W4295022830;W4303183977;W4307728926;W4285729605;W4312196618;W4310854683;W4205632576;W4283722716;W4297497420;W4223966472;W4284974714;W4293194340;W4310121312;W4220981758;W4406744156;W4406744176;W4281702860;W3034873931;W4303183177;W4385331657;W4385331654;W4293535486;W4309411733;W4205965892;W4213165682;W4213152559;W4381194789;W4385258766;W4386913784;W4366214999;W4360609884;W4362601400;W4385808108;W4382513608;W4313529545;W4388461037;W4388977425;W4386214170;W4388670142;W4386226980;W4376112817;W4361273300;W4368368088;W4385300702;W4361272215;W4387449752;W4376279163;W4380422117;W4388972899;W4384072132;W4379402107;W4385406582;W4379231950;W4406738069;W4389120654;W4386504343;W4402224828;W4402227854;W4392797778;W4400617767;W4402910074;W4404412563;W4404872082;W4400110433;W4390584041;W4403994312;W4391687105;W4401434904;W4392371714;W4401115132;W4397002409;W4403632760;W4403370541;W4400391161;W4401355158;W4399895779;W4403755705;W4403268029;W4399895146;W4402294179;W4406744041;W4402675708;W4403664469;W4404872791;W4403838633;W4403647002;W4393936238;W4392930663;W4400617387;W4402826502;W4402452058;W4405706824;W4402712125;W4403914980;W4402387611;W4403798174;W4402387630;W4404875763;W4403909765;W4393321548;W4401323845	No - auto
02xfrv514		W3208878987;W3170883253;W4206984211;W4223621733;W4221131193;W4387006923;W4388614381;W4387360839;W4388668971;W4385074114;W4386306282;W4386034234;W4400424660;W4405559208;W4391514530	No - auto
02xfrv514		W3070079099;W3006301700;W3111760116;W3127844229;W3119480173;W3124335275;W3142572875;W4310123611;W4312940641;W4223995702;W4367368077;W4391089741;W4392351433	No - auto
02xfrv514		W3042309538;W3005313938;W3006786269;W4200004252;W3212875810;W4255842977;W4285739852;W4290975665;W4323364079	No - auto
02xfrv514		W3015265174;W3014007590;W3199869857;W4210278770;W4220730510;W4310063613	No - auto
02xfrv514		W4303520472;W4293473434;W4319965084;W4360604293;W4390753981;W4399420581	No - auto
02xfrv514		W3090734258;W3146033692;W3217763594;W4381955075;W4381954433	No - auto
02xfrv514		W3116841253;W3120086607;W3130616681;W4313275626	No - auto
02xfrv514		W3046970709;W4297791291;W4387784539;W4386821879	No - auto
02xfrv514		W3082089593;W3207021014;W3210893262;W4298126035	No - auto
02xfrv514		W3155376029;W4224322015;W4387107973;W4394928347	No - auto
02xfrv514		W4308349348;W4318318148;W4382882863;W4388560222	No - auto
02xfrv514		W4311303405;W4316810691;W4387368675;W4318701046	No - auto
02xfrv514		W4316810691;W4389785012;W4321612024;W4391385631	No - auto
02xfrv514		W3042001907;W3114407235;W3121039135	No - auto
02xfrv514		W3006195189;W3040963158;W2999971810	No - auto
02xfrv514		W3049010046;W3090734258;W3107969638	No - auto
02xfrv514		W3081083957;W3094443908;W3099828304	No - auto
02xfrv514		W3047344628;W3130841189;W4392024406	No - auto
02xfrv514		W3107391686;W3092287600;W4313730607	No - auto
02xfrv514		W3214583808;W4294541960;W4362486228	No - auto
02xfrv514		W3193884936;W4307156972;W4390452813	No - auto
02xfrv514		W3173988725;W4390534281;W4401355158	No - auto
02xfrv514		W4200509501;W4206450860;W4282974522	No - auto
02xfrv514		W3217364510;W3216360308;W3217656815	No - auto
02xfrv514		W4232207697;W4312789672;W4285162167	No - auto
02xfrv514		W4224274348;W4281771305;W4221084650	No - auto
02xfrv514		W4389913485;W4316655691;W4387144776	No - auto
02xfrv514		W3048700879;W3195550332	No - auto
02xfrv514		W3011254433;W4292686349	No - auto
02xfrv514		W3095143325;W3171229173	No - auto
02xfrv514		W3111069270;W3155458031	No - auto
02xfrv514		W3093172704;W3038886341	No - auto
02xfrv514		W3082135514;W4303613647	No - auto
02xfrv514		W3091968353;W3195783348	No - auto
02xfrv514		W3007711976;W3119350303	No - auto
02xfrv514		W4251463321;W4236795467	No - auto
02xfrv514		W3153752135;W4389080441	No - auto
02xfrv514		W3199869857;W4283770701	No - auto
02xfrv514		W3196345809;W4221084650	No - auto
02xfrv514		W3133206086;W4308095138	No - auto
02xfrv514		W4376474366;W3129762723	No - auto
02xfrv514		W3206438876;W3140111064	No - auto
02xfrv514		W3172226581;W4214502500	No - auto
02xfrv514		W4200587492;W4392467716	No - auto
02xfrv514		W4200418061;W4284977734	No - auto
02xfrv514		W3205445458;W4387703943	No - auto
02xfrv514		W3217032284;W4293194340	No - auto
02xfrv514		W3161176205;W4290058873	No - auto
02xfrv514		W3215604854;W4389117790	No - auto
02xfrv514		W3198397921;W4255503874	No - auto
02xfrv514		W3200448480;W4318068345	No - auto
02xfrv514		W4306149773;W4307946563	No - auto
02xfrv514		W4312182197;W4280546579	No - auto
02xfrv514		W4286492152;W4379206786	No - auto
02xfrv514		W4283756612;W4396968009	No - auto
02xfrv514		W4225273964;W4308980534	No - auto
02xfrv514		W4221135230;W4220696370	No - auto
02xfrv514		W4225254830;W4291001098	No - auto
02xfrv514		W4312201650;W4397011565	No - auto
02xfrv514		W4282968678;W4282983230	No - auto
02xfrv514		W4313167853;W4312604537	No - auto
02xfrv514		W4313167853;W4312604537	No - auto
02xfrv514		W4213204418;W4402288175	No - auto
02xfrv514		W4389888606;W4386726137	No - auto
02xfrv514		W4319216047;W4319293840	No - auto
02xfrv514		W4389462954;W4391849475	No - auto
02xfrv514		W4379522493;W4379800922	No - auto
02xfrv514		W4367056450;W4318016619	No - auto
02xfrv514		W4320002640;W4320002586	No - auto
02xfrv514		W4388301505;W4393229876	No - auto
02xfrv514		W4384297431;W4387433039	No - auto
02xfrv514		W4386944510;W4362585121	No - auto
02xfrv514		W4388559730;W4400042055	No - auto
02xfrv514		W4387844698;W4396546514	No - auto
02xfrv514		W4387577248;W4387577217	No - auto
02xfrv514		W4366542247;W4396780125	No - auto
02xfrv514		W4385598005;W4396951899	No - auto
02xfrv514		W4387190576;W4403808284	No - auto
02xfrv514		W4391904675;W4391904670	No - auto
02xfrv514		W4396664177;W4396918866	No - auto
02xfrv514		W4390498369;W4405877156	No - auto
02xfrv514		W4401834769;W4392556120	No - auto
02xfrv514		W4397035306;W4403647002	No - auto
02xfrv514		W4395465747;W4400455092	No - auto
02xfrv514		W3108983957	No - auto
02xfrv514		W3022524759	No - auto
02xfrv514		W3027948622	No - auto
02xfrv514		W3116841253	No - auto
02xfrv514		W3112710242	No - auto
02xfrv514		W3006195189	No - auto
02xfrv514		W3041823749	No - auto
02xfrv514		W3088325676	No - auto
02xfrv514		W3018291191	No - auto
02xfrv514		W2999168952	No - auto
02xfrv514		W3107870271	No - auto
02xfrv514		W3001267294	No - auto
02xfrv514		W3040963158	No - auto
02xfrv514		W3008416550	No - auto
02xfrv514		W3043581671	No - auto
02xfrv514		W3049010046	No - auto
02xfrv514		W3048754980	No - auto
02xfrv514		W3003387066	No - auto
02xfrv514		W3005776001	No - auto
02xfrv514		W3112291995	No - auto
02xfrv514		W3048761053	No - auto
02xfrv514		W3083870561	No - auto
02xfrv514		W3083870561	No - auto
02xfrv514		W3096623418	No - auto
02xfrv514		W3018288198	No - auto
02xfrv514		W3018288198	No - auto
02xfrv514		W3082152681	No - auto
02xfrv514		W3096821509	No - auto
02xfrv514		W3009648796	No - auto
02xfrv514		W3042466848	No - auto
02xfrv514		W3107396154	No - auto
02xfrv514		W3024094711	No - auto
02xfrv514		W3095449512	No - auto
02xfrv514		W3095189531	No - auto
02xfrv514		W3022217937	No - auto
02xfrv514		W3094570480	No - auto
02xfrv514		W3108385228	No - auto
02xfrv514		W3025409888	No - auto
02xfrv514		W3109302260	No - auto
02xfrv514		W3094459025	No - auto
02xfrv514		W3093751061	No - auto
02xfrv514		W3093804670	No - auto
02xfrv514		W3070329035	No - auto
02xfrv514		W3070329035	No - auto
02xfrv514		W3094633224	No - auto
02xfrv514		W3199370356	No - auto
02xfrv514		W3007103002	No - auto
02xfrv514		W3030026467	No - auto
02xfrv514		W3009601316	No - auto
02xfrv514		W3011425788	No - auto
02xfrv514		W3081180101	No - auto
02xfrv514		W3027275964	No - auto
02xfrv514		W4248748148	No - auto
02xfrv514		W3184455478	No - auto
02xfrv514		W4200004252	No - auto
02xfrv514		W3130691645	No - auto
02xfrv514		W3210977006	No - auto
02xfrv514		W3208142797	No - auto
02xfrv514		W3127844229	No - auto
02xfrv514		W3134694000	No - auto
02xfrv514		W3179565936	No - auto
02xfrv514		W3204114911	No - auto
02xfrv514		W3206170645	No - auto
02xfrv514		W3134171835	No - auto
02xfrv514		W3196345809	No - auto
02xfrv514		W3205506414	No - auto
02xfrv514		W3210938536	No - auto
02xfrv514		W3185393947	No - auto
02xfrv514		W3210893262	No - auto
02xfrv514		W4200192286	No - auto
02xfrv514		W3153813549	No - auto
02xfrv514		W4205598718	No - auto
02xfrv514		W3143543134	No - auto
02xfrv514		W3210928153	No - auto
02xfrv514		W3200056356	No - auto
02xfrv514		W3210431873	No - auto
02xfrv514		W3122561602	No - auto
02xfrv514		W3167552358	No - auto
02xfrv514		W3120068890	No - auto
02xfrv514		W3165636220	No - auto
02xfrv514		W3137731012	No - auto
02xfrv514		W3198650720	No - auto
02xfrv514		W3153888640	No - auto
02xfrv514		W3210537991	No - auto
02xfrv514		W3191020994	No - auto
02xfrv514		W3185897486	No - auto
02xfrv514		W3164878659	No - auto
02xfrv514		W3164878659	No - auto
02xfrv514		W3206047072	No - auto
02xfrv514		W3192046353	No - auto
02xfrv514		W3186078036	No - auto
02xfrv514		W3183970645	No - auto
02xfrv514		W3129617173	No - auto
02xfrv514		W3204330979	No - auto
02xfrv514		W3123369934	No - auto
02xfrv514		W3209585316	No - auto
02xfrv514		W3129161216	No - auto
02xfrv514		W3214060177	No - auto
02xfrv514		W3190876990	No - auto
02xfrv514		W3195130348	No - auto
02xfrv514		W3134500190	No - auto
02xfrv514		W3185927841	No - auto
02xfrv514		W3175284070	No - auto
02xfrv514		W3164248521	No - auto
02xfrv514		W3205878569	No - auto
02xfrv514		W3215829905	No - auto
02xfrv514		W3217032284	No - auto
02xfrv514		W3217032284	No - auto
